,Nation,Player,Position,Season,"reihenfolge ASC, saison_id DESC, verein_id ASC",Club(s),Squad,Apps,PPM,Goals,own goals,Substituted on,Substituted off,Yellow cards,Yellow/red cards,Red cards,Conceded goals,Matches without conceded goals,Minutes played
10887,Switzerland,YannSommer,Keeper,08/09,Swiss Cup,fc-basel-1893,1,1,"3,00",0,0,0,0,0,0,0,0,1,90'
10888,Switzerland,YannSommer,Keeper,08/09,Super League,fc-vaduz,17,17,"0,82",0,0,0,0,0,0,0,38,7,1.530'
10889,Switzerland,YannSommer,Keeper,08/09,UEFA-Cup Qualifikation,fc-vaduz,2,2,"0,00",0,0,0,0,0,0,0,5,0,180'
10890,Switzerland,YannSommer,Keeper,07/08,Challenge League,fc-vaduz,33,33,"2,03",0,0,0,0,2,0,0,38,8,2.970'
10891,Switzerland,YannSommer,Keeper,07/08,UEFA-Cup Qualifikation,fc-vaduz,2,2,"0,50",0,0,0,0,0,0,0,2,1,180'
10892,Switzerland,YannSommer,Keeper,06/07,1.Liga gr. 2,fc-basel-1893-ii,24,24,"2,46",0,0,0,0,0,0,0,19,12,2.160'
10893,Switzerland,YannSommer,Keeper,06/07,Super League,fc-basel-1893,1,-,0,0,0,0,0,0,0,0,0,0,0
10894,Switzerland,YannSommer,Keeper,05/06,1.Liga gr. 2,fc-basel-1893-ii,12,12,"2,00",0,0,0,0,0,0,0,18,4,1.080'
10895,Switzerland,RomanBürki,Keeper,17/18,1.Bundesliga,borussia-dortmund,33,33,"1,64",0,0,0,1,4,0,0,43,12,2.970'
10896,Switzerland,RomanBürki,Keeper,17/18,Europa League,borussia-dortmund,4,4,"1,25",0,0,0,0,1,0,0,5,1,360'
10897,Switzerland,RomanBürki,Keeper,17/18,DFB-Pokal,borussia-dortmund,3,3,"2,00",0,0,0,0,0,0,0,2,2,270'
10898,Switzerland,RomanBürki,Keeper,17/18,Champions League,borussia-dortmund,6,6,"0,33",0,0,0,1,0,0,0,13,0,540'
10899,Switzerland,RomanBürki,Keeper,17/18,DFL-Supercup,borussia-dortmund,1,1,"0,00",0,0,0,0,0,0,0,2,0,120'
10900,Switzerland,RomanBürki,Keeper,16/17,DFB-Pokal,borussia-dortmund,6,4,"3,00",0,0,0,0,1,0,0,4,1,420'
10901,Switzerland,RomanBürki,Keeper,16/17,1.Bundesliga,borussia-dortmund,28,27,"2,00",0,0,0,0,2,0,0,29,9,2.430'
10902,Switzerland,RomanBürki,Keeper,16/17,Champions League,borussia-dortmund,8,8,"1,63",0,0,0,0,1,0,0,10,3,720'
10903,Switzerland,RomanBürki,Keeper,16/17,DFL-Supercup,borussia-dortmund,1,1,"0,00",0,0,0,0,0,0,0,2,0,90'
10904,Switzerland,RomanBürki,Keeper,15/16,DFB-Pokal,borussia-dortmund,6,6,"2,50",0,0,0,0,0,0,0,2,4,570'
10905,Switzerland,RomanBürki,Keeper,15/16,1.Bundesliga,borussia-dortmund,33,33,"2,27",0,0,0,0,1,0,0,34,12,2.970'
10906,Switzerland,RomanBürki,Keeper,15/16,Europa League,borussia-dortmund,12,2,"3,00",0,0,0,0,1,0,0,0,2,180'
10907,Switzerland,RomanBürki,Keeper,15/16,Europa League Qualifiers,borussia-dortmund,4,1,"3,00",0,0,0,0,0,0,0,0,1,90'
10908,Switzerland,RomanBürki,Keeper,14/15,1.Bundesliga,sc-freiburg,34,34,"1,00",0,0,0,0,2,0,0,47,9,3.060'
10909,Switzerland,RomanBürki,Keeper,14/15,DFB-Pokal,sc-freiburg,4,2,"1,50",0,0,0,0,0,0,0,2,0,180'
10910,Switzerland,RomanBürki,Keeper,13/14,Super League,grasshopper-club-zurich,35,34,"1,82",0,0,0,3,2,0,0,39,10,3.045'
10911,Switzerland,RomanBürki,Keeper,13/14,Swiss Cup,grasshopper-club-zurich,4,4,"2,25",0,0,0,0,0,0,1,2,2,380'
10912,Switzerland,RomanBürki,Keeper,13/14,Europa League,grasshopper-club-zurich,2,2,"1,50",0,0,0,0,0,0,0,2,1,180'
10913,Switzerland,RomanBürki,Keeper,13/14,Champions League Qualification,grasshopper-club-zurich,2,2,"0,00",0,0,0,0,0,0,0,2,0,180'
10914,Switzerland,RomanBürki,Keeper,12/13,Super League,grasshopper-club-zurich,35,34,"1,94",0,0,0,0,3,0,0,29,17,3.060'
10915,Switzerland,RomanBürki,Keeper,12/13,Swiss Cup,grasshopper-club-zurich,5,4,"3,00",0,0,0,0,0,0,0,4,0,450'
10916,Switzerland,RomanBürki,Keeper,11/12,Super League,grasshopper-club-zurich,31,31,"0,84",0,0,0,0,1,0,1,61,7,2.790'
10917,Switzerland,RomanBürki,Keeper,11/12,Swiss Cup,grasshopper-club-zurich,1,-,0,0,0,0,0,0,0,0,0,0,0
10918,Switzerland,RomanBürki,Keeper,10/11,Super League,grasshopper-club-zurich,16,11,"1,64",0,1,0,0,1,0,0,16,3,990'
10919,Switzerland,RomanBürki,Keeper,10/11,Europa League,bsc-young-boys,6,1,"0,00",0,0,0,0,0,0,0,2,0,90'
10920,Switzerland,RomanBürki,Keeper,10/11,Super League,bsc-young-boys,16,2,"2,00",0,0,1,0,0,0,0,16,3,148'
10921,Switzerland,RomanBürki,Keeper,10/11,Swiss Cup,bsc-young-boys,2,2,"3,00",0,0,0,0,0,0,0,2,1,180'
10922,Switzerland,RomanBürki,Keeper,10/11,Champions League Qualification,bsc-young-boys,3,1,"1,00",0,0,0,0,0,0,0,2,0,90'
10923,Switzerland,RomanBürki,Keeper,09/10,Challenge League,fc-schaffhausen,14,9,"1,67",0,0,0,0,1,0,0,11,6,810'
10924,Switzerland,RomanBürki,Keeper,09/10,Swiss Cup,fc-thun,2,2,"1,50",0,0,1,0,0,0,0,2,1,143'
10925,Switzerland,RomanBürki,Keeper,09/10,Challenge League,fc-thun,13,4,"2,25",0,0,1,0,0,0,0,11,6,282'
10926,Switzerland,RomanBürki,Keeper,09/10,2. Liga Inter - Gr. 2,fc-thun-berner-oberland-ii,2,2,"0,50",0,0,0,0,0,0,0,1,0,180'
10927,Switzerland,RomanBürki,Keeper,08/09,1.Liga gr. 1,bsc-young-boys-ii,24,24,"1,00",0,0,0,0,1,0,0,47,5,2.160'
10928,Switzerland,RomanBürki,Keeper,08/09,Super League,bsc-young-boys,1,-,0,0,0,0,0,0,0,0,0,0,0
10929,Switzerland,RomanBürki,Keeper,07/08,1.Liga gr. 2,bsc-young-boys-ii,21,21,"1,81",0,0,0,0,0,0,0,27,6,1.890'
10930,Switzerland,RomanBürki,Keeper,07/08,Super League,bsc-young-boys,1,-,0,0,0,0,0,0,0,0,0,0,0
10931,Switzerland,YvonMvogo,Keeper,17/18,1.Bundesliga,rasenballsport-leipzig,34,1,"0,00",0,0,0,0,0,0,0,1,0,90'
10932,Switzerland,YvonMvogo,Keeper,17/18,Europa League,rasenballsport-leipzig,6,-,0,0,0,0,0,0,0,0,0,0,0
10933,Switzerland,YvonMvogo,Keeper,17/18,Champions League,rasenballsport-leipzig,6,-,0,0,0,0,0,0,0,0,0,0,0
10934,Switzerland,YvonMvogo,Keeper,17/18,DFB-Pokal,rasenballsport-leipzig,1,-,0,0,0,0,0,0,0,0,0,0,0
10935,Switzerland,YvonMvogo,Keeper,16/17,Super League,bsc-young-boys,36,35,"1,94",0,1,0,0,0,0,0,44,11,3.150'
10936,Switzerland,YvonMvogo,Keeper,16/17,Swiss Cup,bsc-young-boys,4,2,"1,50",0,0,0,0,0,0,0,2,1,210'
10937,Switzerland,YvonMvogo,Keeper,16/17,Europa League,bsc-young-boys,6,6,"1,33",0,0,0,0,0,0,0,4,2,540'
10938,Switzerland,YvonMvogo,Keeper,16/17,Champions League Qualification,bsc-young-boys,4,4,"0,75",0,0,0,0,0,0,0,11,1,390'
10939,Switzerland,YvonMvogo,Keeper,15/16,Super League,bsc-young-boys,35,34,"1,91",0,0,0,0,1,0,0,46,5,3.060'
10940,Switzerland,YvonMvogo,Keeper,15/16,Swiss Cup,bsc-young-boys,3,2,"1,50",0,0,0,0,0,0,0,3,1,180'
10941,Switzerland,YvonMvogo,Keeper,15/16,Europa League Qualifiers,bsc-young-boys,2,2,"0,00",0,0,0,0,0,0,0,4,0,180'
10942,Switzerland,YvonMvogo,Keeper,15/16,Champions League Qualification,bsc-young-boys,2,2,"0,00",0,0,0,0,0,0,0,7,0,180'
10943,Switzerland,YvonMvogo,Keeper,14/15,Super League,bsc-young-boys,36,35,"1,89",0,0,0,0,3,0,0,44,11,3.150'
10944,Switzerland,YvonMvogo,Keeper,14/15,Europa League,bsc-young-boys,10,9,"1,78",0,0,0,0,0,0,0,12,4,810'
10945,Switzerland,YvonMvogo,Keeper,14/15,Swiss Cup,bsc-young-boys,2,-,0,0,0,0,0,0,0,0,0,0,0
10946,Switzerland,YvonMvogo,Keeper,14/15,Europa League Qualifiers,bsc-young-boys,2,2,"3,00",0,0,0,0,0,0,0,0,2,180'
10947,Switzerland,YvonMvogo,Keeper,13/14,Super League,bsc-young-boys,35,20,"1,55",0,0,1,0,0,0,0,32,6,1.761'
10948,Switzerland,YvonMvogo,Keeper,13/14,1.Liga Cl. Gr. 1,bsc-young-boys-ii,8,7,"1,57",0,0,0,0,0,0,0,8,2,630'
10949,Switzerland,YvonMvogo,Keeper,13/14,Swiss Cup,bsc-young-boys,1,1,"3,00",0,0,0,0,0,0,0,0,1,90'
10950,Switzerland,YvonMvogo,Keeper,12/13,1.Liga Cl. Gr. 1,bsc-young-boys-ii,16,16,"1,69",0,0,0,0,0,0,0,26,3,1.440'
10951,Switzerland,YvonMvogo,Keeper,12/13,Super League,bsc-young-boys,12,-,0,0,0,0,0,0,0,0,0,0,0
10952,Switzerland,YvonMvogo,Keeper,12/13,Swiss Cup,bsc-young-boys,3,-,0,0,0,0,0,0,0,0,0,0,0
10953,Switzerland,YvonMvogo,Keeper,12/13,Europa League,bsc-young-boys,3,-,0,0,0,0,0,0,0,0,0,0,0
10954,Switzerland,YvonMvogo,Keeper,11/12,1.Liga gr. 1,bsc-young-boys-ii,26,26,"1,77",0,0,0,0,0,0,0,36,6,2.340'
10955,Switzerland,YvonMvogo,Keeper,11/12,Europa League,bsc-young-boys,1,-,0,0,0,0,0,0,0,0,0,0,0
10956,Switzerland,YvonMvogo,Keeper,11/12,Super League,bsc-young-boys,1,-,0,0,0,0,0,0,0,0,0,0,0
10957,Switzerland,YvonMvogo,Keeper,10/11,1.Liga gr. 1,bsc-young-boys-ii,1,1,"0,00",0,0,0,0,0,0,0,1,0,90'
11607,Egypt,MohamedElShenawy,Keeper,2018,CAF-Champions League,el-ahly-kairo,4,4,"1,75",0,0,0,0,1,0,0,3,2,360'
11608,Egypt,MohamedElShenawy,Keeper,17/18,Egypt Cup,el-ahly-kairo,3,3,"2,00",0,0,0,0,0,0,0,1,2,270'
11609,Egypt,MohamedElShenawy,Keeper,17/18,Premier League,el-ahly-kairo,25,23,"2,70",0,0,0,1,1,0,0,11,14,2.025'
11610,Egypt,MohamedElShenawy,Keeper,17/18,Egyptian Super Cup,el-ahly-kairo,1,1,"3,00",0,0,0,0,0,0,0,0,1,120'
11611,Egypt,MohamedElShenawy,Keeper,2017,CAF-Champions League,el-ahly-kairo,13,-,0,0,0,0,0,0,0,0,0,0,0
11612,Egypt,MohamedElShenawy,Keeper,16/17,Egypt Cup,el-ahly-kairo,4,3,"3,00",0,0,0,0,1,0,0,2,1,270'
11613,Egypt,MohamedElShenawy,Keeper,16/17,Premier League,el-ahly-kairo,20,3,"2,33",0,0,0,0,0,0,0,4,1,270'
11614,Egypt,MohamedElShenawy,Keeper,15/16,Premier League,petrojet,34,34,"1,35",0,0,0,0,2,0,0,31,14,3.060'
11615,Egypt,MohamedElShenawy,Keeper,14/15,Egypt Cup,petrojet,2,2,"1,50",0,0,0,0,0,0,0,3,1,180'
11616,Egypt,MohamedElShenawy,Keeper,14/15,Premier League,petrojet,30,28,"1,14",0,0,0,0,4,0,0,42,5,2.520'
11617,Egypt,MohamedElShenawy,Keeper,13/14,Championship Playoff,petrojet,3,3,"0,00",0,0,0,0,0,0,0,10,0,270'
11618,Egypt,MohamedElShenawy,Keeper,13/14,Premier League,petrojet,20,20,"1,75",0,0,0,0,1,0,0,17,7,1.800'
11619,Egypt,MohamedElShenawy,Keeper,13/14,Egypt Cup,petrojet,1,1,"0,00",0,0,0,1,0,0,0,0,1,90'
11620,Egypt,MohamedElShenawy,Keeper,12/13,Premier League,harras-el-hodoud,15,15,"1,13",0,0,0,0,0,0,0,16,5,1.350'
11621,Egypt,MohamedElShenawy,Keeper,11/12,Premier League,talaea-el-gaish,4,3,"1,00",0,0,0,0,0,0,0,4,0,270'
11622,Egypt,MohamedElShenawy,Keeper,10/11,Premier League,talaea-el-gaish,20,19,"1,16",0,0,1,0,2,0,0,22,4,1.627'
11623,Egypt,MohamedElShenawy,Keeper,09/10,Egypt Cup,talaea-el-gaish,2,2,"1,50",0,0,0,0,0,0,0,4,1,180'
11624,Egypt,MohamedElShenawy,Keeper,09/10,Premier League,talaea-el-gaish,21,21,"1,19",0,0,2,0,0,0,0,20,7,1.798'
11625,Egypt,MohamedElShenawy,Keeper,07/08,Premier League,el-ahly-kairo,1,1,"0,00",0,0,0,0,0,0,0,3,0,90'
11626,Egypt,SherifEkramy,Keeper,17/18,Premier League,el-ahly-kairo,20,7,"2,29",0,0,0,0,0,0,0,5,4,630'
11627,Egypt,SherifEkramy,Keeper,2018,CAF-Champions League,el-ahly-kairo,3,-,0,0,0,0,0,0,0,0,0,0,0
11628,Egypt,SherifEkramy,Keeper,17/18,Egyptian Super Cup,el-ahly-kairo,1,-,0,0,0,0,0,0,0,0,0,0,0
11629,Egypt,SherifEkramy,Keeper,2017,CAF-Champions League,el-ahly-kairo,14,14,"1,64",0,0,0,0,2,0,0,12,6,1.260'
11630,Egypt,SherifEkramy,Keeper,16/17,Egypt Cup,el-ahly-kairo,3,2,"3,00",0,0,0,0,0,0,0,1,1,210'
11631,Egypt,SherifEkramy,Keeper,16/17,Premier League,el-ahly-kairo,30,30,"2,53",0,0,0,0,1,0,0,9,23,2.700'
11632,Egypt,SherifEkramy,Keeper,16/17,Egyptian Super Cup,el-ahly-kairo,1,1,"0,00",0,0,0,0,0,0,0,0,1,120'
11633,Egypt,SherifEkramy,Keeper,2016,CAF-Champions League,el-ahly-kairo,8,4,"1,00",0,0,0,0,1,0,0,7,0,360'
11634,Egypt,SherifEkramy,Keeper,15/16,Egypt Cup,el-ahly-kairo,1,-,0,0,0,0,0,0,0,0,0,0,0
11635,Egypt,SherifEkramy,Keeper,15/16,Premier League,el-ahly-kairo,27,26,"2,31",0,0,0,1,0,0,0,16,16,2.303'
11636,Egypt,SherifEkramy,Keeper,15/16,Egyptian Super Cup,el-ahly-kairo,1,1,"3,00",0,0,0,0,0,0,0,2,0,90'
11637,Egypt,SherifEkramy,Keeper,14/15,Egypt Cup,el-ahly-kairo,4,4,"2,25",0,0,0,0,0,0,0,4,1,360'
11638,Egypt,SherifEkramy,Keeper,14/15,Premier League,el-ahly-kairo,19,18,"2,06",0,0,0,0,2,0,0,10,9,1.620'
11639,Egypt,SherifEkramy,Keeper,2015,CAF-Champions League,el-ahly-kairo,4,4,"1,50",0,0,0,0,0,0,0,1,3,390'
11640,Egypt,SherifEkramy,Keeper,14/15,CAF-Supercup ,el-ahly-kairo,1,1,"0,00",0,0,0,0,0,0,0,1,0,120'
11641,Egypt,SherifEkramy,Keeper,14/15,Egyptian Super Cup,el-ahly-kairo,1,1,"3,00",0,0,0,0,0,0,0,0,1,120'
11642,Egypt,SherifEkramy,Keeper,13/14,Egypt Cup,el-ahly-kairo,3,3,"2,00",0,0,0,0,0,0,0,5,1,270'
11643,Egypt,SherifEkramy,Keeper,13/14,Championship Playoff,el-ahly-kairo,3,3,"2,33",0,0,0,0,0,0,0,0,3,270'
11644,Egypt,SherifEkramy,Keeper,13/14,Premier League,el-ahly-kairo,19,19,"1,95",0,0,0,1,0,0,0,10,10,1.698'
11645,Egypt,SherifEkramy,Keeper,2014,CAF-Champions League,el-ahly-kairo,4,4,"0,75",0,0,0,0,0,0,0,5,1,390'
11646,Egypt,SherifEkramy,Keeper,13/14,CAF-Supercup ,el-ahly-kairo,1,1,"3,00",0,0,0,0,0,0,0,2,0,90'
11647,Egypt,SherifEkramy,Keeper,13/14,Club World Cup,el-ahly-kairo,2,2,"0,00",0,0,0,0,0,0,0,7,0,180'
11648,Egypt,SherifEkramy,Keeper,2013,CAF-Champions League,el-ahly-kairo,14,14,"2,07",0,0,0,0,1,0,0,12,5,1.290'
11649,Egypt,SherifEkramy,Keeper,12/13,Premier League,el-ahly-kairo,15,15,"2,60",0,0,0,0,1,0,0,10,7,1.350'
11650,Egypt,SherifEkramy,Keeper,12/13,CAF-Supercup ,el-ahly-kairo,1,1,"3,00",0,0,0,0,0,0,0,1,0,90'
11651,Egypt,SherifEkramy,Keeper,12/13,Club World Cup,el-ahly-kairo,3,2,"1,50",0,0,0,1,0,0,0,2,0,155'
11652,Egypt,SherifEkramy,Keeper,12/13,Egyptian Super Cup,el-ahly-kairo,1,1,"3,00",0,0,0,0,0,0,0,1,0,90'
11653,Egypt,SherifEkramy,Keeper,2012,CAF-Champions League,el-ahly-kairo,14,14,"1,86",0,0,0,0,2,0,0,13,4,1.260'
11654,Egypt,SherifEkramy,Keeper,11/12,Premier League,el-ahly-kairo,14,14,"2,36",0,0,0,0,1,0,0,12,6,1.260'
11655,Egypt,SherifEkramy,Keeper,10/11,Egypt Cup,el-ahly-kairo,2,2,"1,50",0,0,0,0,0,0,0,1,1,180'
11656,Egypt,SherifEkramy,Keeper,2011,CAF-Champions League,el-ahly-kairo,3,-,0,0,0,0,0,0,0,0,0,0,0
11657,Egypt,SherifEkramy,Keeper,10/11,Premier League,el-ahly-kairo,7,7,"2,43",0,0,0,0,0,0,0,4,4,630'
11658,Egypt,SherifEkramy,Keeper,10/11,Egyptian Super Cup,el-ahly-kairo,1,1,"3,00",0,0,0,0,0,0,0,0,1,90'
11659,Egypt,SherifEkramy,Keeper,2010,CAF-Champions League,el-ahly-kairo,9,9,"1,56",0,0,0,1,1,0,0,7,2,784'
11660,Egypt,SherifEkramy,Keeper,09/10,Egypt Cup,el-ahly-kairo,5,5,"2,40",0,0,0,0,0,0,0,3,2,480'
11661,Egypt,SherifEkramy,Keeper,09/10,Premier League,el-ahly-kairo,7,7,"1,86",0,0,0,0,1,0,0,16,4,630'
11662,Egypt,SherifEkramy,Keeper,09/10,Premier League,el-gouna-fc,9,9,"1,00",0,0,0,0,2,0,0,16,4,810'
11663,Egypt,SherifEkramy,Keeper,07/08,Eredivisie,feyenoord-rotterdam,1,1,"0,00",0,0,0,0,0,0,0,3,0,90'
11664,Egypt,SherifEkramy,Keeper,06/07,Play-Offs Europa League,feyenoord-rotterdam,1,-,0,0,0,0,0,0,0,0,0,0,0
11665,Egypt,SherifEkramy,Keeper,06/07,Eredivisie,feyenoord-rotterdam,3,3,"0,33",0,0,1,0,0,0,0,8,0,232'
11666,Egypt,SherifEkramy,Keeper,05/06,Eredivisie,feyenoord-rotterdam,3,3,"1,67",0,0,1,0,0,0,0,2,1,224'
11667,Egypt,SherifEkramy,Keeper,04/05,Premier League,el-ahly-kairo,1,-,0,0,0,0,0,0,0,0,0,0,0
11668,Egypt,EssamElHadary,Keeper,17/18,Professional League,al-taawon,25,25,"1,36",1,0,0,0,1,0,0,33,6,2.250'
11669,Egypt,EssamElHadary,Keeper,17/18,King's Cup,al-taawon,1,1,"0,00",0,0,0,0,0,0,0,2,0,90'
11670,Egypt,EssamElHadary,Keeper,17/18,Saudi Crown-Prince-Cup ,al-taawon,1,1,"0,00",0,0,0,0,0,0,0,1,0,90'
11671,Egypt,EssamElHadary,Keeper,16/17,Premier League,wadi-degla-fc,25,25,"1,36",0,0,0,0,2,0,0,28,9,2.250'
11672,Egypt,EssamElHadary,Keeper,15/16,Premier League,wadi-degla-fc,32,32,"1,50",0,0,0,0,3,0,1,28,15,2.833'
11673,Egypt,EssamElHadary,Keeper,14/15,Egypt Cup,ismaily-sc,2,2,"3,00",0,0,0,0,1,0,0,0,2,180'
11674,Egypt,EssamElHadary,Keeper,14/15,Premier League,ismaily-sc,38,38,"1,61",0,0,0,0,0,0,0,32,15,3.420'
11675,Egypt,EssamElHadary,Keeper,13/14,Egypt Cup,wadi-degla-fc,4,4,"2,25",0,0,0,0,1,0,0,3,1,420'
11676,Egypt,EssamElHadary,Keeper,13/14,Premier League,wadi-degla-fc,14,14,"1,21",0,0,0,0,2,1,0,17,4,1.259'
11677,Egypt,EssamElHadary,Keeper,11/12,Premier League,ittehad-alexandria,1,1,"0,00",0,0,0,0,0,0,0,1,0,90'
11678,Egypt,EssamElHadary,Keeper,2011,CAF-Champions League,al-merreikh-omdurman,2,2,"1,50",0,0,0,0,0,0,0,2,1,210'
11679,Egypt,EssamElHadary,Keeper,10/11,Premier League,zamalek-sc,4,4,"1,75",0,0,0,0,0,0,0,7,1,360'
11680,Egypt,EssamElHadary,Keeper,09/10,Egypt Cup,ismaily-sc,4,4,"2,25",0,0,0,0,0,0,0,3,2,420'
11681,Egypt,EssamElHadary,Keeper,2010,CAF-Champions League,ismaily-sc,2,2,"3,00",0,0,0,0,0,0,0,1,1,180'
11682,Egypt,EssamElHadary,Keeper,09/10,Premier League,ismaily-sc,20,20,"1,55",0,0,0,0,1,0,0,15,10,1.800'
11683,Egypt,EssamElHadary,Keeper,08/09,Super League,fc-sion,28,27,"1,15",0,0,0,2,4,0,1,46,5,2.272'
11684,Egypt,EssamElHadary,Keeper,08/09,Swiss Cup,fc-sion,5,5,"3,00",0,0,0,0,1,0,0,5,2,450'
11685,Egypt,EssamElHadary,Keeper,07/08,Super League,fc-sion,5,5,"1,40",0,0,0,0,0,0,0,6,1,450'
11686,Egypt,EssamElHadary,Keeper,07/08,Premier League,el-ahly-kairo,16,16,"2,63",0,0,0,0,0,0,0,10,10,1.440'
11687,Egypt,EssamElHadary,Keeper,07/08,Egyptian Super Cup,el-ahly-kairo,1,1,"3,00",0,0,0,0,0,0,0,1,0,120'
11688,Egypt,EssamElHadary,Keeper,2007,CAF-Champions League,el-ahly-kairo,13,13,"1,92",0,0,0,0,0,0,0,8,10,1.170'
11689,Egypt,EssamElHadary,Keeper,06/07,Premier League,el-ahly-kairo,25,25,"2,56",0,0,0,0,1,0,0,13,16,2.250'
11690,Egypt,EssamElHadary,Keeper,06/07,CAF-Supercup ,el-ahly-kairo,1,1,"3,00",0,0,0,0,0,0,0,0,1,120'
11691,Egypt,EssamElHadary,Keeper,06/07,Club World Cup,el-ahly-kairo,3,2,"1,50",0,0,0,1,0,0,0,2,1,172'
11692,Egypt,EssamElHadary,Keeper,06/07,Egyptian Super Cup,el-ahly-kairo,1,1,"3,00",0,0,0,0,0,0,0,0,1,90'
11693,Egypt,EssamElHadary,Keeper,2006,CAF-Champions League,el-ahly-kairo,13,13,"1,92",0,0,0,0,0,0,0,7,8,1.170'
11694,Egypt,EssamElHadary,Keeper,05/06,Premier League,el-ahly-kairo,24,24,"2,75",0,0,0,0,1,0,0,4,21,2.160'
11695,Egypt,EssamElHadary,Keeper,05/06,CAF-Supercup ,el-ahly-kairo,1,1,"3,00",0,0,0,0,0,0,0,0,1,120'
11696,Egypt,EssamElHadary,Keeper,05/06,Club World Cup,el-ahly-kairo,2,1,"0,00",0,0,0,0,0,0,0,1,0,90'
11697,Egypt,EssamElHadary,Keeper,05/06,Egyptian Super Cup,el-ahly-kairo,1,1,"3,00",0,0,0,0,0,0,0,0,1,120'
11698,Egypt,EssamElHadary,Keeper,2005,CAF-Champions League,el-ahly-kairo,14,14,"2,29",0,0,0,0,0,0,0,5,10,1.260'
11699,Egypt,EssamElHadary,Keeper,04/05,Premier League,el-ahly-kairo,22,22,"2,82",0,0,0,0,0,0,0,10,14,1.980'
11700,Egypt,EssamElHadary,Keeper,2004,CAF-Champions League,el-ahly-kairo,2,2,"0,50",0,0,0,0,0,0,0,1,1,180'
11701,Egypt,EssamElHadary,Keeper,03/04,Egyptian Super Cup,el-ahly-kairo,1,1,"3,00",0,0,0,0,0,0,0,0,1,120'
11702,Egypt,EssamElHadary,Keeper,01/02,CAF-Supercup ,el-ahly-kairo,1,1,"3,00",1,0,0,0,0,0,0,1,0,90'
12230,Russia,IgorAkinfeev,Keeper,17/18,Premier Liga,zska-moskau,28,28,"1,96",0,0,0,0,1,0,0,20,15,2.520'
12231,Russia,IgorAkinfeev,Keeper,17/18,Europa League,zska-moskau,6,6,"1,33",0,0,0,0,1,0,0,9,2,540'
12232,Russia,IgorAkinfeev,Keeper,17/18,Champions League,zska-moskau,6,6,"1,50",0,0,0,0,0,0,0,10,1,540'
12233,Russia,IgorAkinfeev,Keeper,17/18,Champions League Qualification,zska-moskau,4,4,"3,00",0,0,0,0,0,0,0,0,4,360'
12234,Russia,IgorAkinfeev,Keeper,16/17,Premier Liga,zska-moskau,30,29,"2,03",0,0,0,0,1,0,0,15,19,2.610'
12235,Russia,IgorAkinfeev,Keeper,16/17,Champions League,zska-moskau,6,6,"0,50",0,1,0,0,1,0,0,11,0,540'
12236,Russia,IgorAkinfeev,Keeper,16/17,Russian Super Cup,zska-moskau,1,1,"0,00",0,0,0,0,0,0,0,1,0,90'
12237,Russia,IgorAkinfeev,Keeper,15/16,Premier Liga,zska-moskau,30,30,"2,17",0,0,0,0,1,0,0,25,15,2.700'
12238,Russia,IgorAkinfeev,Keeper,15/16,Russian Cup,zska-moskau,4,3,"2,00",0,0,0,0,0,0,0,5,1,270'
12239,Russia,IgorAkinfeev,Keeper,15/16,Champions League,zska-moskau,6,6,"0,67",0,1,0,0,0,0,0,9,0,540'
12240,Russia,IgorAkinfeev,Keeper,15/16,Champions League Qualification,zska-moskau,4,4,"1,75",0,0,0,0,0,0,0,7,0,360'
12241,Russia,IgorAkinfeev,Keeper,14/15,Premier Liga,zska-moskau,30,30,"2,00",0,0,0,0,2,0,0,27,11,2.700'
12242,Russia,IgorAkinfeev,Keeper,14/15,Russian Cup,zska-moskau,3,2,"1,50",0,0,0,0,0,0,0,1,1,180'
12243,Russia,IgorAkinfeev,Keeper,14/15,Champions League,zska-moskau,6,6,"0,83",0,0,0,0,0,0,0,13,0,540'
12244,Russia,IgorAkinfeev,Keeper,14/15,Russian Super Cup,zska-moskau,1,1,"3,00",0,0,0,0,0,0,0,1,0,90'
12245,Russia,IgorAkinfeev,Keeper,13/14,Premier Liga,zska-moskau,30,29,"2,21",0,0,0,0,3,0,0,24,13,2.610'
12246,Russia,IgorAkinfeev,Keeper,13/14,Russian Cup,zska-moskau,3,3,"2,00",0,0,0,0,0,0,0,1,2,300'
12247,Russia,IgorAkinfeev,Keeper,13/14,Champions League,zska-moskau,6,6,"0,50",0,0,0,0,0,0,0,17,0,540'
12248,Russia,IgorAkinfeev,Keeper,13/14,Russian Super Cup,zska-moskau,1,1,"3,00",0,0,0,0,0,0,0,0,1,90'
12249,Russia,IgorAkinfeev,Keeper,12/13,Russian Cup,zska-moskau,3,2,"3,00",0,0,0,0,0,0,0,1,1,240'
12250,Russia,IgorAkinfeev,Keeper,12/13,Premier Liga,zska-moskau,30,29,"2,21",0,0,0,0,3,0,0,22,16,2.610'
12251,Russia,IgorAkinfeev,Keeper,12/13,Europa League,zska-moskau,2,2,"1,50",0,0,0,0,0,0,0,2,1,180'
12252,Russia,IgorAkinfeev,Keeper,11/12,Russian Cup,zska-moskau,1,1,"0,00",0,0,0,0,0,0,0,1,0,90'
12253,Russia,IgorAkinfeev,Keeper,10/11,Premier Liga,zska-moskau,28,28,"1,89",0,0,0,1,2,0,0,22,12,2.462'
12254,Russia,IgorAkinfeev,Keeper,10/11,Russian Cup,zska-moskau,4,4,"3,00",0,0,0,0,0,0,0,4,2,390'
